---config@码表分类=主码-5
---config@码表别名=系統詞庫
---config@允许编辑=是

#基础词库
愛護	ah#序30000
梗板	ggbj#序15000
梗頸	ggjk#序15000
梘水	jmuv#序15000
梘水粽	juzs#序15000
條命凍過水	tmdg#序15000
條條揈	tths#序15000
條氣唔順	tqnn#序15000
條氣順晒	tquu#序15000
梧桐山	wtuj#序15000
梭仔	sozi#序15000
梭心	soxb#序15000
梯屋	tiwu#序15000
梳刷	uuux#序15000
梳化床	uhil#序15000
梳化椅	uhyi#序15000
梳士巴利道	uubl#序15000
梳打水	uduv#序15000
梳打粉	udff#序15000
梳打餅	udbk#序15000
梳菜	uucd#序15000
棉絨	mmrs#序15000
棉緊身	mjuf#序15000
棉胎	mmtd#序15000
棉褸	mmlv#序15000
棍波	gybo#序15000
棍騙	gypm#序15000
棖雞婆	ijpo#序15000
棗紅色	zhse#序15000
棚寮	pgln#序15000
棚尾拉箱	pwll#序15000
棟宇	dsyu#序15000
棟篤笑	ddxn#序15000
棠棣	thdi#序15000
棺材本	gcbf#序15000
棺材舖	gcpu#序15000
椅手	yiuz#序15000
椅披	yipi#序15000
椅籠	yils#序15000
椰子殼	yzke#序15000
椰子肉	yzrz#序15000
椰撻	yeta#序15000
椰樹	yeuu#序15000
椰水	yeuv#序15000
椰汁糕	yvgc#序15000
椰肉	yerz#序15000
椰衣	yeyi#序15000
椰青	yeqk#序15000
椿萱	iyxr#序15000
楊千嬅	yqhx#序15000
楊天命	ytmk#序15000
楊怡	yhyi#序15000
楊恭如	ygru#序15000
楊枝甘露	yvgg#序15000
榆錢	yuqm#序15000
榕樹灣	ruwj#序15000
榕樹鬚	ruxu#序15000
槁木	gcmu#序15000
槍靶	qlba#序15000
槍頭	qltz#序15000
槐枝	hkvi#序15000
槐花	hkhx#序15000
槓上開花	gukk#序15000
槓架	ghjx#序15000
樂而不淫	lebb#序15000
樂與怒	lynu#序15000
樓蟹	lzxp#序15000
標升	bnug#序15000
標奇立異	bqll#序15000
標松柴	bsid#序15000
標汗	bnhj#序15000
標簽	bnqm#序15000
模版	mobj#序15000
樹仔頭	uztz#序15000
樹墩	uudy#序15000
樹大有枯枝	udyk#序15000
樹大有枯枝族大有乞兒	udyq#序15000
樹榦	uugj#序15000
樹熊	uuxs#序15000
樹頭	uutz#序15000
樽裝水	zvuv#序15000
樽領	zylk#序15000
橋凳	qndg#序15000
橋咀洲	qjvz#序15000
橋架	qnjx#序15000
橋躉	qndy#序15000
橙皮紋	ipwf#序15000
橙黃色	ihse#序15000
機動遊戲機	jdyx#序15000
機器佬	jqlc#序15000
機器語言	jqyy#序15000
機場南站	jinn#序15000
機場快綫	jikk#序15000
機場隧道	jiss#序15000
機帆	jifj#序15000
機會率	jhlv#序15000
機竇	jidz#序15000
機舖	jipu#序15000
橡皮圈	xpqr#序15000
橡皮圖章	xptt#序15000
橡筋箍	xjgu#序15000
橫丫腸	gyih#序15000
橫亘	hggf#序15000
橫咗	glzo#序15000
橫巷	hgxl#序15000
橫手	gluz#序15000
橫掂	gldm#序15000
橫檔	hgdh#序15000
橫水渡	gudu#序15000
橫水艔	gudz#序15000
橫洲	glvz#序15000
橫瀝	glli#序15000
橫琴	glqb#序15000
橫脷	hgli#序15000
橫財就手	hcjj#序15000
橫門	glmf#序15000
橫頭磡	htkj#序15000
橫風橫雨	hfgg#序15000
檀香木	txmu#序15000
檔位	dhww#序15000
檔攤	dhtj#序15000
檬粉	mgff#序15000
檯波	tdbo#序15000
檳榔芋	blyu#序15000
檸檬雜飲	nmzz#序15000
檸水	nkuv#序15000
檸茶	nkia#序15000
櫃位貓	gwmc#序15000
櫃枱	gvsi#序15000
櫃桶底穿	gtdd#序15000
櫃筒	gvts#序15000
櫻桃小丸子	ytxw#序15000
櫼隊	jmdv#序15000
欖球	ljqq#序15000
欠債還錢	qvhh#序15000
欠運	qmyy#序15000
次被告	cbgc#序15000
欣澳	xbao#序15000
欽此	qbci#序15000
款頭	krtz#序15000
歆慕	xbmu#序15000
歇馬	xpma#序15000
歌仔	gezd#序15000
歎世界	tujp#序15000
歎息	tjxi#序15000
歐洲太空總署	ovtz#序15000
歐洲委員會	ovwy#序15000
歐洲核子研究組織	ovhz#序15000
歐洲核研究組織	ovhz#序15000
歐聯	oulm#序15000
歐陽震華	oyvv#序15000
歔欷	xuxi#序15000
正中間	vvjm#序15000
正嘢	vgye#序15000
正斗	vgdz#序15000
正月初三	vyii#序15000
正月初二	vyii#序15000
正野	vgye#序15000
此日期前最佳	crqz#序15000
此風不可長	cfbk#序15000
步步高昇	bbgg#序15000
武俠片	wxpm#序15000
武功高強	wggg#序15000
歪哩歪斜	wlww#序15000
歪烏連	wwlm#序15000
死不足惜	sbzz#序15000
死亡證書	swvv#序15000
死亡遊戲	swyy#序15000
死人兼冧屋	srjl#序15000
死人冧樓	srll#序15000
死人尋舊路	srxj#序15000
死人燈籠	srdd#序15000
死人頭	srtz#序15000
死仆街	spjp#序15000
死仔	sizi#序15000
死仔乾	szgj#序15000
死仔包	szbc#序15000
死佬	silc#序15000
死做爛做	szll#序15000
死光槍	sgql#序15000
死八婆	sbpo#序15000
死冤	siyr#序15000
死剩把口	subb#序15000
死口咬實	skyy#序15000
死咁	sigj#序15000
死咕咕	sggu#序15000
死咗條心	sztt#序15000
死唔去	snqu#序15000
死唔斷氣	sndd#序15000
死唔眼閉	snyy#序15000
死女包	snbc#序15000
死妹釘	smdk#序15000
死得眼閉	sdyy#序15000
死心不息	sxbb#序15000
死性不改	sxbb#序15000
死慳死抵	sqss#序15000
死擂	silw#序15000
死橋	siqn#序15000
死死吓	ssxx#序15000
死死地氣	ssdd#序15000
死火山	shuj#序15000
死灰	sihv#序15000
死牛一便頸	snyb#序15000
死牛一邊頸	snyb#序15000
死畀你睇	sbnn#序15000
死直	sivi#序15000
死絕種	sjvs#序15000
死老鬼	slgv#序15000
死肥婆	sfpo#序15000
死腦筋	snjb#序15000
死貓彈	smdj#序15000
死跟	sigf#序15000
死過翻生	sgff#序15000
死雞撐硬腳	sjiy#序15000
死雞撐飯蓋	sjif#序15000
死頂	sidk#序15000
死飛	sifw#序15000
死鬼佬	sglc#序15000
殃禍	yhho#序15000
殄滅	tmmp#序15000
殉難者	xnve#序15000
殘暴不仁	cbbb#序15000
殘照	cjvc#序15000
殘體字	ctzi#序15000
殞滅	yymp#序15000
殺人王	urwh#序15000
殺攤	uatj#序15000
殺蟲水	uiuv#序15000
殺起	uaqi#序15000
殺食	udui#序15000
殽晒框	xukl#序15000
母國	mugo#序15000
母嬰健康院	myjk#序15000
毒男	dunj#序15000
比卡超	bkic#序15000
比唔上	bnuh#序15000
毛主席萬歲	mvxw#序15000
毛公仔	mgzd#序15000
毛巾褸	mjlv#序15000
毛毛公仔	mmgg#序15000
毛瓜	mcgx#序15000
毛神神	muuf#序15000
毛管	mcgr#序15000
毛管戙	mgds#序15000
毛衫	mcuj#序15000
毛里裘斯	mlqq#序15000
毛鬙鬙	mssg#序15000
毡酒	vjjq#序15000
毫末	hcmo#序15000
氈酒	vjjq#序15000
民康物阜	mkww#序15000
民政事務局	mvuw#序15000
民族ｌｏｏｋ	mzlo#序15000
民瘼	mbmo#序15000
民防	mbfh#序15000
氣窗	qiil#序15000
氣象學家	qxxx#序15000
氣頂	qidk#序15000
氣順	qiuy#序15000
氧化作用	yhzz#序15000
氧化銅	yhts#序15000
水上人	uurf#序15000
水乾	uvgj#序15000
水務署	uwuu#序15000
水勼油	ujyz#序15000
水喉水	uhuv#序15000
水喉通	uhts#序15000
水嘢	uvye#序15000
水圳	uvvf#序15000
水垽	uvyb#序15000
水尾	uvww#序15000
水廁	uvce#序15000
水彩顏料	ucyy#序15000
水手裝	uuvl#序15000
水抱	uvbc#序15000
水摳油	ukyz#序15000
水文學	uwxt#序15000
水斗	uvdz#序15000
水晶體	ujti#序15000
水枱	uvsi#序15000
水殼	uvke#序15000
水氹	uvdh#序15000
水汪	uvwh#序15000
水洗都唔清	uxdn#序15000
水牌	uvpd#序15000
水瓜	uvgx#序15000
水瓜打狗	ugdd#序15000
水甴曱	ugva#序15000
水磨磚	umvr#序15000
水筆	uvbi#序15000
水緊	uvjb#序15000
水翁	uvwg#序15000
水腳	uvjn#序15000
水蛇春咁長	uuig#序15000
水螆	uvci#序15000
水蟹	uvxp#序15000
水豆腐	udfu#序15000
水貨客	uhke#序15000
水退	uvtv#序15000
水靜鵝飛	ujee#序15000
水靴	uvxt#序15000
水鞋	uvxp#序15000
水鬼隊	ugdv#序15000
水黃皮	uhpi#序15000
水龍捲	uljr#序15000
永泰站	ytvj#序15000
氹氹轉	ddvr#序15000
汁都撈埋	vdll#序15000
求先	qqxm#序15000
求求其其	qqqq#序15000
求簽	qqqm#序15000
求降	qqxl#序15000
汆水	cruv#序15000
汗宿	hjsu#序15000
江埔	jlbu#序15000
江夏站	jxvj#序15000
江左	jlzo#序15000
江湖佬	jhlc#序15000
江瑤柱	jyvu#序15000
江表	jlbn#序15000
池座	iizo#序15000
池魚	iiyu#序15000
污哩馬查	wlmm#序15000
污泥濁水	wnvv#序15000
污糟嘢	wzye#序15000
污糟貓	wzmc#序15000
污糟邋遢	wzll#序15000
汪兆銘	wvmk#序15000
沈殿霞	idxx#序15000
沈重	ifvs#序15000
沈默	ifmo#序15000
沉死	ifsi#序15000
沒法子	mfzi#序15000
沖廁	isce#序15000
沖曬	isud#序15000
沖涼房	ilfh#序15000
沖涼缸	ilgh#序15000
沖淡水	iduv#序15000
沖滾水	iguv#序15000
沖破	ispo#序15000
沖菜	iscd#序15000
沙井蓋	ujgd#序15000
沙冚	uaka#序15000
沙化	uahx#序15000
沙哩弄銃	ulnn#序15000
沙嗲	uadp#序15000
沙嗲醬	udjl#序15000
沙地阿拉伯	udal#序15000
沙埔	uabu#序15000
沙塘口山	utkk#序15000
沙塵白攉	uibb#序15000
沙塵白霍	uibb#序15000
沙沙聲	uuug#序15000
沙灘波	utbo#序15000
沙煲	uabc#序15000
沙煲兄弟	ubxx#序15000
沙田區	utqu#序15000
沙田圍	utww#序15000
沙田柚	utyz#序15000
沙田海	uthd#序15000
沙田路	utlu#序15000
沙甸魚	udyu#序15000
沙粉	uaff#序15000
沙翁	uawg#序15000
沙膠	uahc#序15000
沙茶醬	uijl#序15000
沙葛	uage#序15000
沙蟬	uaij#序15000
沙蟹桌	uxvo#序15000
沙面	uamm#序15000
河沙	heua#序15000
河涌	heys#序15000
河牀	heil#序15000
河間	hejm#序15000
河鮮	hexm#序15000
油光帽	ygmc#序15000
油占米	yvmi#序15000
油榨	yzva#序15000
油淋淋	yllb#序15000
油淰淰	ynnm#序15000
油渣車	yvie#序15000
油潤	yzry#序15000
油灰	yzhv#序15000
油炸蟹	yvxp#序15000
油然	yzrj#序15000
油瓶仔	ypzi#序15000
油瓶女	ypnv#序15000
油站	yzvj#序15000
油紙遮	yvve#序15000
油脂仔	yvzd#序15000
油脂女	yvnv#序15000
油脂裝	yvvl#序15000
油螆	yzci#序15000
油角	yzjn#序15000
油躉	yzdy#序15000
油轆	yzlu#序15000
油鋪	yzpu#序15000
油鋸	yzju#序15000
油香餅	yxbk#序15000
油麻地	ymdi#序15000
油麻地小輪	ymdx#序15000
治邪	vixp#序15000
沾手	vjuz#序15000
沾污	vjwu#序15000
沿街	yjjp#序15000
泊車位	biww#序15000
法包	fabc#序15000
法國嘢	fgye#序15000
法國國家巴黎銀行	fggy#序15000
法國國際廣播電台	fggd#序15000
法國文化協會	fgwx#序15000
法國菜	fgcd#序15000
法蘭西多士	flxd#序15000
泛民	fjmb#序15000
泡哥	pcge#序15000
泡水館	pugr#序15000
波友	boyz#序15000
波地	bodi#序15000
波場	boih#序15000
波子棋	bzqi#序15000
泥塵	niif#序15000
泥屋	niwu#序15000
泥水佬	nulc#序15000
泥氹	nidh#序15000
泥磚	nivr#序15000
泥肉	nirz#序15000
泥膠	nihc#序15000
泥蚶	nihj#序15000
泥蝦	nixx#序15000
泥頭車	ntie#序15000
泥鯭	nimg#序15000
泥鯭的	nmde#序15000
泥鴨	niya#序15000
泮塘	pjth#序15000
泮水	pjuv#序15000
泮溪	pjxi#序15000
泰國國際航空公司	tggg#序15000
泰王國	twgo#序15000
洋剪	yhjm#序15000
洋桃	yhtc#序15000
洗太平地	xtpp#序15000
洗底	xidi#序15000
洗手盤	xupj#序15000
洗水衫	xuuj#序15000
洗濕個頭	xigg#序15000
洗白白	xbbd#序15000
洗粉	xiff#序15000
洗肚	xidu#序15000
洗腳唔抹腳	xjnm#序15000
洗衣街	xyjp#序15000
洗衣館	xygr#序15000
洗衫	xiuj#序15000
洗衫梘	xujm#序15000
洗身	xiuf#序15000
洗身房	xufh#序15000
洗面梘	xmjm#序15000
洗頭水	xtuv#序15000
洛溪站	lxvj#序15000
洪金寶	hjbc#序15000
洲頭咀	vtju#序15000
洶洶	xsxs#序15000
洹水	hruv#序15000
派信	pdxb#序15000
派司	pasi#序15000
派報紙	pbvi#序15000
派士砵	pubo#序15000
派米	pdmi#序15000
派糖	pdth#序15000
流口水	lkuv#序15000
流嘢	lqye#序15000
流料	lqln#序15000
流沙包	lubc#序15000
流流	lqlq#序15000
流浮山	lfuj#序15000
流花路	lhlu#序15000
流野	lqye#序15000
流馬尿	lmnn#序15000
流鼻水	lbuv#序15000
浙醋	vecu#序15000
浩園	hcyr#序15000
浮板	fubj#序15000
浮蕩	fudh#序15000
浮薸	fupn#序15000
海上無魚蝦自大	huwz#序15000
海下灣	hxwj#序15000
海傍站	hbvj#序15000
海南航空	hnhh#序15000
海南雞飯	hnjj#序15000
海富中心	hfvv#序15000
海幢寺	hisi#序15000
海底隧道	hdss#序15000
海心沙	hxua#序15000
海怡半島	hybb#序15000
海怪	hdgk#序15000
海水魚	huyu#序15000
海洋公園	hygg#序15000
海港城	hgig#序15000
海灣大橋	hwdd#序15000
海灣航空公司	hwhg#序15000
海珠廣場	hvgg#序15000
海珠廣場站	hvgi#序15000
海芒果	hmgo#序15000
海菜	hdcd#序15000
海蛇	hdue#序15000
海逸酒店	hyjj#序15000
海金沙	hjua#序15000
海鏡	hdjk#序15000
海關人員	hgrr#序15000
海鮮舫	hxfh#序15000
浸死	jbsi#序15000
浸溫泉	jwqr#序15000
浸鹹水	jxuv#序15000
涂謹申	tjuf#序15000
消化作用	xhzz#序15000
消滯	xnvi#序15000
消費者委員會	xfvy#序15000
消防喉轆	xfhh#序15000
消防站	xfvj#序15000
消防處	xfiu#序15000
涌出	ysiu#序15000
液體燃料	ytrr#序15000
涸喉	hehz#序15000
涼果	llgo#序15000
涼茶舖	lipu#序15000
涼茶鋪	lipu#序15000
淆底	xndi#序15000
淋善	lbuj#序15000
淋淋聲	llug#序15000
淋瀋	lbuf#序15000
淋花	lbhx#序15000
淒慘	qicj#序15000
淘古井	tgjk#序15000
淝低	fwdi#序15000
淡口	djkz#序15000
淡月	djyt#序15000
淡汗	djhj#序15000
淡滅滅	dmmp#序15000
淥親	luqb#序15000
淨係	igxi#序15000
淨麵	igmm#序15000
淬礪	cvli#序15000
淮鹽	hkyj#序15000
深切治療部	uqvl#序15000
深呼吸	uhxi#序15000
深圳經濟特區	uvjt#序15000
深水灣	uuwj#序15000
深睛凸額	ujtt#序15000
深筆字	ubzi#序15000
深藍色	ulse#序15000
深藏不露	ucbb#序15000
深衣	ufyi#序15000
淵痛	yrts#序15000
混頻器	hpqi#序15000
混鬧	hync#序15000
淺斟低唱	qvdd#序15000
淺水灣	quwj#序15000
淺窄	qmvd#序15000
添馬	tmma#序15000
添馬艦	tmjm#序15000
淼茫	mnmh#序15000
清么九	qyjq#序15000
清君側	qjce#序15000
清吧	qkba#序15000
清數	qkuu#序15000
清明上河圖	qmuh#序15000
清景	qkjk#序15000
清暑	qkuu#序15000
清水灣	quwj#序15000
清漆	qkqi#序15000
清真教	qvjn#序15000
渙渙	hrhr#序15000
減租減息	jzjj#序15000
渡蜜月	dmyt#序15000
渣斗	vadz#序15000
渣甸山	vduj#序15000
測字	cezi#序15000
港女	ghnv#序15000
港安醫院	gayy#序15000
港漫	ghmj#序15000
港澳碼頭	gamm#序15000
港燦	ghcj#序15000
港產片	gipm#序15000
港督府	gdfu#序15000
港紙	ghvi#序15000
港觀	ghgr#序15000
渴仰	keyh#序15000
渴念	kenm#序15000
游乾水	yguv#序15000
游水褲	yuku#序15000
游牧民族	ymmm#序15000
游船	yzir#序15000
游説	yzuv#序15000
游車河	yihe#序15000
湊仔婆	czpo#序15000
湊埋	czmd#序15000
湊夠一個好字	cgyh#序15000
湊蹺	czqn#序15000
湖岸	huan#序15000
湖水藍	hulj#序15000
湯寶如	tbru#序15000
湯底	thdi#序15000
湯殼	thke#序15000
湯盈盈	tyyk#序15000
湯羹	thgg#序15000
湯藥費	tyfw#序15000
湯顯明	txmk#序15000
準許	vyxu#序15000
溜光	lqgl#序15000
溝仔	gzzi#序15000
溝女	gznv#序15000
溝女王	gnwh#序15000
溝渠鴨	gqya#序15000
溢美	yimw#序15000
溪錢	xiqm#序15000
溫兆倫	wvly#序15000
溶溶爛爛	rrll#序15000
滅火筒	mhts#序15000
滑揗揗	huuy#序15000
滑浪風帆	hlff#序15000
滑牛	hxnq#序15000
滑脫脫	httv#序15000
滑蛋	hxdj#序15000
滘西洲	jxvz#序15000
滙豐	hvfg#序15000
滮汗	bnhj#序15000
滯口	vikz#序15000
滴露	dilu#序15000
滾友	gyyz#序15000
滾攪	gyjn#序15000
滾攪晒	gjud#序15000
滾水淥豬腸	gulv#序15000
滾水蛋	gudj#序15000
滾瀉	gyxp#序15000
滾㷫	gyqk#序15000
滾紅滾綠	ghgg#序15000
滾軸溜冰	gvll#序15000
滾軸溜冰鞋	gvlb#序15000
滿天神佛	mtuu#序15000
滿州話	mvhx#序15000
滿洲語	mvyu#序15000
滿瀉	mjxp#序15000
漁產	yuij#序15000
漆咸道	qxdc#序15000
漆咸道北	qxdd#序15000
漆咸道南	qxdd#序15000
漆工	qigs#序15000
漆片	qipm#序15000
漏口風	lkfg#序15000
漏底	lzdi#序15000
漏罅	lzxx#序15000
漏雞	lzji#序15000
演嘢	yjye#序15000
演説	yjuo#序15000
演野	yjye#序15000
漚仔	ouzi#序15000
漚仔婆	ozpo#序15000
漚冬	ouds#序15000
漚年	ounm#序15000
漚雨	ouyu#序15000
漢堡扒	hbba#序15000
漢溪長隆站	hxvl#序15000
漱口水	ukuv#序15000
潘耀焯	pyic#序15000
潮州柑	ivgj#序15000
潮州粉果	ivff#序15000
潮州粉粿	ivff#序15000
潮州粥	ivvz#序15000
潮州菜	ivcd#序15000
潮州話	ivhx#序15000
潮州话	ivhx#序15000
潮流興	ilxk#序15000
潮爆	icbc#序15000
潲水	ucuv#序15000
潺菜	ijcd#序15000
澤國	zego#序15000
澱粉質	dfvi#序15000
澳大利亞人	adly#序15000
澳州	aovz#序15000
澳洲聯邦銀行	avly#序15000
澳洲航空	avhh#序15000
澳洲航空公司	avhg#序15000
澳門半島	ambb#序15000
澳門大學	amdd#序15000
澳門幣	ambi#序15000
澳門特區	amtt#序15000
激嬲	jinn#序15000
激死人	jsrf#序15000
激㷫	jiqk#序15000
激親	jiqb#序15000
濕坺坺	ibbo#序15000
濕星	iixk#序15000
濕星嘢	ixye#序15000
濕柴	uiid#序15000
濕水	uiuv#序15000
濕水炮仗	iupp#序15000
濕水狗上岸	iugu#序15000
濕淰淰	innm#序15000
濕滯	iivi#序15000
濕濕碎	iisv#序15000
濕濕碎碎	iiss#序15000
濕熱	uire#序15000
濕碎	iisv#序15000
濕立立	illi#序15000
濕腰	uiyc#序15000
濕貨	uiho#序15000
濕身	iiuf#序15000
濟軍	jijy#序15000
瀕臨絕種動物	bljd#序15000
瀕臨絕種生物	blju#序15000
瀛寰	ykhr#序15000
瀝滘	lijn#序15000
瀝滘站	ljvj#序15000
瀟瀟	xnxn#序15000
瀡滑梯	shti#序15000
瀨嘢	ldye#序15000
瀨尿蝦	lnxx#序15000
灌湯餃	gtjn#序15000
灣仔區	wzqu#序15000
灣仔街市	wzjj#序15000
灣區捷運	wqjj#序15000
火咀	hoju#序15000
火嘴	hozv#序15000
火尾	howw#序15000
火拼	hopb#序15000
火柴盒	hihe#序15000
火棒	hobh#序15000
火水燈	hudg#序15000
火水爐	hulu#序15000
火焰木	hymu#序15000
火燄	hoyj#序15000
火燭車	hvie#序15000
火燭鬼	hvgv#序15000
火石洲	huvz#序15000
火紅火綠	hhhh#序15000
火船	hoir#序15000
火起	hoqi#序15000
火路	holu#序15000
火車未到站	hiwd#序15000
火車軌	higv#序15000
火酒	hojq#序15000
火鉤子	hgzi#序15000
火鐮	holm#序15000
火鑽	hozr#序15000
火頭軍	htjy#序15000
火頸	hojk#序15000
火麒麟	hqlb#序15000
火麻仁	hmrf#序15000
灰匙	hvii#序15000
灰斗	hvdz#序15000
灰鼠	hvuu#序15000
灶窟	zcku#序15000
灶蝦	zcxx#序15000
灶頭	zctz#序15000
灼低	vodi#序15000
災瘟	zdwf#序15000
災難指令系統	znvx#序15000
炒友	icyz#序15000
炒河	iche#序15000
炒燶	icns#序15000
炒米粉	imff#序15000
炒米餅	imbk#序15000
炒粿條	igtn#序15000
炒老板魷魚	ilby#序15000
炒老細魷魚	ilxy#序15000
炒菜鏟	icij#序15000
炒蝦拆蟹	ixii#序15000
炒貴刁	igdn#序15000
炒車	icie#序15000
炒金	icjb#序15000
炒鑊	icho#序15000
炒麪	icmm#序15000
炕沙	khua#序15000
炖冬菇	ddgu#序15000
炫示	xrui#序15000
炮仗頸	pvjk#序15000
炮台山	ptuj#序15000
炸毀	vahv#序15000
炸雞翼	vjyi#序15000
炸雲吞	vyty#序15000
炸麵	vamm#序15000
点样	dmyh#序15000
為人處世	wrii#序15000
為兩餐	wlcj#序15000
為口奔馳	wkbb#序15000
為因	wwyb#序15000
為得過	wdgo#序15000
為甚麼	wume#序15000
為食貓	wumc#序15000
為食鬼	wugv#序15000
烈火見真金	lhjv#序15000
烏低身	wduf#序15000
烏劣劣	wllp#序15000
烏啄啄	wvvo#序15000
烏喱馬扠	wlmm#序15000
烏垂垂	wiiv#序15000
烏搲	wugx#序15000
烏溪沙	wxua#序15000
烏燈黑火	wdhh#序15000
烏眉瞌睡	wmkk#序15000
烏蠅拍	wypd#序15000
烏蠅摟馬尾	wylm#序15000
烏頭	wutz#序15000
烏鴉口	wykz#序15000
烏龍事	wlui#序15000
烏龍波	wlbo#序15000
烏龍王	wlwh#序15000
烘底	hsdi#序15000
烚熟狗頭	xugg#序15000
烚蛋	xxdj#序15000
烤麪包	kmbc#序15000
焗傷風	jufg#序15000
焗死	jusi#序15000
焗汗	juhj#序15000
焗熱	jure#序15000
焗腳	jujn#序15000
焗茶	juia#序15000
焙火爐	bhlu#序15000
無上裝	wuvl#序15000
無主孤魂	wvgg#序15000
無千無萬	wqww#序15000
無可否認	wkff#序15000
無問題	wwti#序15000
無啦啦	wlla#序15000
無嗱嗱	wnna#序15000
無國籍	wgji#序15000
無家教	wjjn#序15000
無得彈	wddj#序15000
無情白事	wqbb#序15000
無情雞	wqji#序15000
無憑無據	wpww#序15000
無所遁形	wsdd#序15000
無無聊聊	wwll#序15000
無理由	wlyz#序15000
無畏號	wwhc#序15000
無神神	wuuf#序15000
無私顯見私	wsxj#序15000
無線上網	wxuu#序15000
無線電傳呼機	wxdh#序15000
無線電視翡翠台	wxdc#序15000
無聊賴	wlld#序15000
無聲狗	wugz#序15000
無胃口	wwkz#序15000
無腰骨	wygu#序15000
無膽匪類	wdff#序15000
無花植物	whvv#序15000
無補於事	wbyy#序15000
無釐頭	wltz#序15000
無關大體	wgdd#序15000
無頭東宮	wtdd#序15000
焦心	jnxb#序15000
焫傷	rouh#序15000
焫嚫	roif#序15000
焫親	roqb#序15000
焫雞	roji#序15000
煮到嚟就食	vdlj#序15000
煮死	vusi#序15000
煮菜	vucd#序15000
煮重米	vvmi#序15000
煮飯婆	vfpo#序15000
煮餸	vuss#序15000
煮鬼	vugv#序15000
煎釀三寶	jnss#序15000
煙三文魚	ysww#序15000
煙友	yjyz#序15000
煙灰盅	yhvs#序15000
煙灰碟	yhdp#序15000
煙灰罌	yhyk#序15000
煙絲	yjsi#序15000
煙通	yjts#序15000
煙鏟	yjij#序15000
煙韌	yjrf#序15000
煙骨	yjgu#序15000
煞尾科	uwke#序15000
煞攤	uatj#序15000
煞科	uake#序15000
煠蛋	yedj#序15000
照住	vcvu#序15000
照我所知	vwss#序15000
照明燈	vmdg#序15000
照田雞	vtji#序15000
照頭淋	vtlb#序15000
煩懣	fjmf#序15000
煲冇米粥	bmmm#序15000
煲冬瓜	bdgx#序15000
煲劇	bcju#序15000
煲無米粥	bwmm#序15000
煲煙	bcyj#序15000
煲燶粥	bnvz#序15000
煲老藕	blou#序15000
煲腍	bcrf#序15000
煲茶	bcia#序15000
煲藥	bcuo#序15000
煲蠟	bcla#序15000
煲針	bcvf#序15000
煲飯	bcfj#序15000
熊仔餅	xzbk#序15000
蒸氣機	vqji#序15000
蒸水蛋	vudj#序15000
蒸汽船	vqir#序15000
蒸生瓜	vugx#序15000
熟人買破鑊	urmp#序15000
熟口熟面	ukuu#序15000
熟口面	ukmm#序15000
熟客仔	ukzi#序15000
熟檔	uudh#序15000
熟油	uuyz#序15000
熟煙	uzyj#序15000
熟肉	uurz#序15000
熟落	uzlo#序15000
熟面口	umkz#序15000
熟鹽	uzyj#序15000
熨衫	yyuj#序15000
